#node	identifier	category	term ID	term description
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0005740	Mitochondrial envelope
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0005743	Mitochondrial inner membrane
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0005746	Mitochondrial respirasome
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0005751	Mitochondrial respiratory chain complex IV
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0016020	Membrane
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0019866	Organelle inner membrane
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0031090	Organelle membrane
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0031966	Mitochondrial membrane
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0031967	Organelle envelope
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0031975	Envelope
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0032991	Protein-containing complex
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0043226	Organelle
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0043227	Membrane-bounded organelle
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0043229	Intracellular organelle
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0043231	Intracellular membrane-bounded organelle
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0045277	Respiratory chain complex IV
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0070069	Cytochrome complex
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0070469	Respirasome
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0098796	Membrane protein complex
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0098798	Mitochondrial protein-containing complex
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0098800	Inner mitochondrial membrane protein complex
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0098803	Respiratory chain complex
Cox6b1	10090.ENSMUSP00000075150	GO Component	GO:0110165	Cellular anatomical entity
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24524	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24525	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24526	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Respiratory chain complex IV
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24528	Respiratory chain complex, and Proton-transporting ATP synthase complex
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24530	Respiratory chain complex
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24535	Respiratory chain complex
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24537	Respiratory chain complex
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24640	Cytochrome complex
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24643	Cytochrome complex
Cox6b1	10090.ENSMUSP00000075150	STRING clusters	CL:24645	Respiratory chain complex III, and Mitochondrial respiratory chain complex IV
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu00190	Oxidative phosphorylation
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu01100	Metabolic pathways
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu04260	Cardiac muscle contraction
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu04714	Thermogenesis
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu04932	Non-alcoholic fatty liver disease
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu05010	Alzheimer disease
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu05012	Parkinson disease
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu05014	Amyotrophic lateral sclerosis
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu05016	Huntington disease
Cox6b1	10090.ENSMUSP00000075150	KEGG	mmu05020	Prion disease
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-1428517	The citric acid (TCA) cycle and respiratory electron transport
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-1430728	Metabolism
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-212436	Generic Transcription Pathway
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-2262752	Cellular responses to stress
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-3700989	Transcriptional Regulation by TP53
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-5628897	TP53 Regulates Metabolic Genes
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-611105	Respiratory electron transport
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-73857	RNA Polymerase II Transcription
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-74160	Gene expression (Transcription)
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-8953897	Cellular responses to stimuli
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-9707564	Cytoprotection by HMOX1
Cox6b1	10090.ENSMUSP00000075150	Reactome	MMU-9711123	Cellular response to chemical stress
Cox6b1	10090.ENSMUSP00000075150	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
Cox6b1	10090.ENSMUSP00000075150	TISSUES	BTO:0000042	Animal
Cox6b1	10090.ENSMUSP00000075150	TISSUES	BTO:0000345	Digestive gland
Cox6b1	10090.ENSMUSP00000075150	TISSUES	BTO:0000522	Gland
Cox6b1	10090.ENSMUSP00000075150	TISSUES	BTO:0000759	Liver
Cox6b1	10090.ENSMUSP00000075150	TISSUES	BTO:0001488	Endocrine gland
Cox6b1	10090.ENSMUSP00000075150	TISSUES	BTO:0001489	Whole body
Cox6b1	10090.ENSMUSP00000075150	TISSUES	BTO:0001491	Viscus
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0005622	Intracellular
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0005737	Cytoplasm
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0005739	Mitochondrion
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0005740	Mitochondrial envelope
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0005743	Mitochondrial inner membrane
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0005746	Mitochondrial respirasome
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0005751	Mitochondrial respiratory chain complex IV
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0016020	Membrane
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0019866	Organelle inner membrane
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0031090	Organelle membrane
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0031966	Mitochondrial membrane
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0031967	Organelle envelope
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0031975	Envelope
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0032991	Protein-containing complex
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0043226	Organelle
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0043229	Intracellular organelle
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0045277	Respiratory chain complex IV
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0070069	Cytochrome complex
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0070469	Respirasome
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0098796	Membrane protein complex
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0098798	Mitochondrial protein complex
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0098800	Inner mitochondrial membrane protein complex
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0098803	Respiratory chain complex
Cox6b1	10090.ENSMUSP00000075150	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0000639	Abnormal adrenal gland morphology
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0001697	Abnormal embryo size
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0002088	Abnormal embryonic growth/weight/body size
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0002163	Abnormal gland morphology
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0004196	Abnormal prenatal growth/weight/body size
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0005313	Absent adrenal gland
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0005378	Growth/size/body region phenotype
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0005379	Endocrine/exocrine gland phenotype
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0005380	Embryo phenotype
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0010768	Mortality/aging
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0010769	Abnormal survival
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0010770	Preweaning lethality
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0010866	Abnormal prenatal body size
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0011100	Preweaning lethality, complete penetrance
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0013560	Abnormal endocrine gland morphology
Cox6b1	10090.ENSMUSP00000075150	Monarch	MP:0014134	Abnormal embryo morphology
Cox6b1	10090.ENSMUSP00000075150	UniProt Keywords	KW-0007	Acetylation
Cox6b1	10090.ENSMUSP00000075150	UniProt Keywords	KW-0472	Membrane
Cox6b1	10090.ENSMUSP00000075150	UniProt Keywords	KW-0496	Mitochondrion
Cox6b1	10090.ENSMUSP00000075150	UniProt Keywords	KW-0999	Mitochondrion inner membrane
Cox6b1	10090.ENSMUSP00000075150	UniProt Keywords	KW-1015	Disulfide bond
Cox6b1	10090.ENSMUSP00000075150	InterPro	IPR003213	Cytochrome c oxidase, subunit VIb
Cox6b1	10090.ENSMUSP00000075150	InterPro	IPR036549	Cytochrome c oxidase, subunit VIb superfamily
Cox6b2	10090.ENSMUSP00000138709	GO Process	GO:0006091	Generation of precursor metabolites and energy
Cox6b2	10090.ENSMUSP00000138709	GO Process	GO:0006119	Oxidative phosphorylation
Cox6b2	10090.ENSMUSP00000138709	GO Process	GO:0008152	Metabolic process
Cox6b2	10090.ENSMUSP00000138709	GO Process	GO:0009060	Aerobic respiration
Cox6b2	10090.ENSMUSP00000138709	GO Process	GO:0009987	Cellular process
Cox6b2	10090.ENSMUSP00000138709	GO Process	GO:0015980	Energy derivation by oxidation of organic compounds
Cox6b2	10090.ENSMUSP00000138709	GO Process	GO:0044237	Cellular metabolic process
Cox6b2	10090.ENSMUSP00000138709	GO Process	GO:0045333	Cellular respiration
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0005622	Intracellular anatomical structure
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0005737	Cytoplasm
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0005739	Mitochondrion
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0005740	Mitochondrial envelope
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0005743	Mitochondrial inner membrane
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0016020	Membrane
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0019866	Organelle inner membrane
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0030061	Mitochondrial crista
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0031090	Organelle membrane
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0031966	Mitochondrial membrane
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0031967	Organelle envelope
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0031975	Envelope
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0032991	Protein-containing complex
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0043226	Organelle
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0043227	Membrane-bounded organelle
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0043229	Intracellular organelle
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0043231	Intracellular membrane-bounded organelle
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0045277	Respiratory chain complex IV
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0070069	Cytochrome complex
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0070469	Respirasome
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0098796	Membrane protein complex
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0098803	Respiratory chain complex
Cox6b2	10090.ENSMUSP00000138709	GO Component	GO:0110165	Cellular anatomical entity
Cox6b2	10090.ENSMUSP00000138709	STRING clusters	CL:24524	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex
Cox6b2	10090.ENSMUSP00000138709	STRING clusters	CL:24525	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex
Cox6b2	10090.ENSMUSP00000138709	STRING clusters	CL:24526	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Respiratory chain complex IV
Cox6b2	10090.ENSMUSP00000138709	STRING clusters	CL:24528	Respiratory chain complex, and Proton-transporting ATP synthase complex
Cox6b2	10090.ENSMUSP00000138709	STRING clusters	CL:24530	Respiratory chain complex
Cox6b2	10090.ENSMUSP00000138709	STRING clusters	CL:24535	Respiratory chain complex
Cox6b2	10090.ENSMUSP00000138709	STRING clusters	CL:24537	Respiratory chain complex
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu00190	Oxidative phosphorylation
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu01100	Metabolic pathways
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu04260	Cardiac muscle contraction
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu04714	Thermogenesis
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu04932	Non-alcoholic fatty liver disease
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu05010	Alzheimer disease
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu05012	Parkinson disease
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu05014	Amyotrophic lateral sclerosis
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu05016	Huntington disease
Cox6b2	10090.ENSMUSP00000138709	KEGG	mmu05020	Prion disease
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000042	Animal
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000080	Male reproductive gland
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000081	Reproductive system
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000082	Male reproductive system
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000083	Female reproductive system
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000167	Adenocarcinoma cell line
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000183	Pancreatic cell line
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000254	Female reproductive gland
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000297	Carcinoma cell line
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000522	Gland
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000534	Gonad
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0000794	Pancreatic cancer cell line
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0001120	Epithelial cell line
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0001363	Testis
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0001488	Endocrine gland
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0001489	Whole body
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0001521	Pancreatic adenocarcinoma cell line
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0003091	Urogenital system
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0003096	Internal male genital organ
Cox6b2	10090.ENSMUSP00000138709	TISSUES	BTO:0005878	PA-TU-8988T cell
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0005622	Intracellular
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0005737	Cytoplasm
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0005739	Mitochondrion
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0005740	Mitochondrial envelope
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0005743	Mitochondrial inner membrane
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0016020	Membrane
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0019866	Organelle inner membrane
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0030061	Mitochondrial crista
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0031090	Organelle membrane
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0031966	Mitochondrial membrane
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0031967	Organelle envelope
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0031975	Envelope
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0043226	Organelle
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0043229	Intracellular organelle
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
Cox6b2	10090.ENSMUSP00000138709	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
Cox6b2	10090.ENSMUSP00000138709	UniProt Keywords	KW-0472	Membrane
Cox6b2	10090.ENSMUSP00000138709	UniProt Keywords	KW-0496	Mitochondrion
Cox6b2	10090.ENSMUSP00000138709	UniProt Keywords	KW-0999	Mitochondrion inner membrane
Cox6b2	10090.ENSMUSP00000138709	UniProt Keywords	KW-1015	Disulfide bond
Cox6b2	10090.ENSMUSP00000138709	Pfam	PF02297	Cytochrome oxidase c subunit VIb
Cox6b2	10090.ENSMUSP00000138709	InterPro	IPR003213	Cytochrome c oxidase, subunit VIb
Cox6b2	10090.ENSMUSP00000138709	InterPro	IPR036549	Cytochrome c oxidase, subunit VIb superfamily
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0006091	Generation of precursor metabolites and energy
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0006119	Oxidative phosphorylation
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0006123	Mitochondrial electron transport, cytochrome c to oxygen
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0008152	Metabolic process
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0009060	Aerobic respiration
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0009987	Cellular process
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0015980	Energy derivation by oxidation of organic compounds
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0019646	Aerobic electron transport chain
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0022900	Electron transport chain
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0022904	Respiratory electron transport chain
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0042773	ATP synthesis coupled electron transport
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0042775	Mitochondrial ATP synthesis coupled electron transport
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0044237	Cellular metabolic process
Cox6c	10090.ENSMUSP00000123609	GO Process	GO:0045333	Cellular respiration
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0005622	Intracellular anatomical structure
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0005737	Cytoplasm
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0005739	Mitochondrion
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0005740	Mitochondrial envelope
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0005743	Mitochondrial inner membrane
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0005746	Mitochondrial respirasome
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0005751	Mitochondrial respiratory chain complex IV
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0016020	Membrane
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0016021	Integral component of membrane
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0019866	Organelle inner membrane
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0031090	Organelle membrane
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0031224	Intrinsic component of membrane
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0031966	Mitochondrial membrane
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0031967	Organelle envelope
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0031975	Envelope
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0032991	Protein-containing complex
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0043226	Organelle
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0043227	Membrane-bounded organelle
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0043229	Intracellular organelle
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0043231	Intracellular membrane-bounded organelle
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0045277	Respiratory chain complex IV
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0070069	Cytochrome complex
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0070469	Respirasome
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0098796	Membrane protein complex
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0098798	Mitochondrial protein-containing complex
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0098800	Inner mitochondrial membrane protein complex
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0098803	Respiratory chain complex
Cox6c	10090.ENSMUSP00000123609	GO Component	GO:0110165	Cellular anatomical entity
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24524	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24525	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Cytochrome complex
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24526	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins., and Respiratory chain complex IV
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24528	Respiratory chain complex, and Proton-transporting ATP synthase complex
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24530	Respiratory chain complex
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24535	Respiratory chain complex
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24537	Respiratory chain complex
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24640	Cytochrome complex
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24643	Cytochrome complex
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24645	Respiratory chain complex III, and Mitochondrial respiratory chain complex IV
Cox6c	10090.ENSMUSP00000123609	STRING clusters	CL:24664	Mitochondrial respiratory chain complex IV
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu00190	Oxidative phosphorylation
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu01100	Metabolic pathways
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu04260	Cardiac muscle contraction
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu04714	Thermogenesis
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu04932	Non-alcoholic fatty liver disease
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu05010	Alzheimer disease
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu05012	Parkinson disease
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu05014	Amyotrophic lateral sclerosis
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu05016	Huntington disease
Cox6c	10090.ENSMUSP00000123609	KEGG	mmu05020	Prion disease
Cox6c	10090.ENSMUSP00000123609	WikiPathways	WP295	Electron transport chain
Cox6c	10090.ENSMUSP00000123609	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
Cox6c	10090.ENSMUSP00000123609	TISSUES	BTO:0000042	Animal
Cox6c	10090.ENSMUSP00000123609	TISSUES	BTO:0000088	Cardiovascular system
Cox6c	10090.ENSMUSP00000123609	TISSUES	BTO:0000562	Heart
Cox6c	10090.ENSMUSP00000123609	TISSUES	BTO:0000862	Heart ventricle
Cox6c	10090.ENSMUSP00000123609	TISSUES	BTO:0001489	Whole body
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0005622	Intracellular
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0005737	Cytoplasm
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0005739	Mitochondrion
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0005740	Mitochondrial envelope
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0005743	Mitochondrial inner membrane
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0005746	Mitochondrial respirasome
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0005751	Mitochondrial respiratory chain complex IV
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0016020	Membrane
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0019866	Organelle inner membrane
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0031090	Organelle membrane
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0031966	Mitochondrial membrane
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0031967	Organelle envelope
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0031975	Envelope
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0032991	Protein-containing complex
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0043226	Organelle
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
Cox6c	10090.ENSMUSP00000123609	COMPARTMENTS	GOCC:0043229	Intracellular organelle
